timestamp,open,high,low,close,volume
2019-06-13,0.3500,0.3500,0.3500,0.3500,0
2019-06-12,0.3500,0.3500,0.3500,0.3500,0
2019-06-11,0.0000,0.0000,0.0000,0.0000,0
2019-06-10,0.0000,0.0000,0.0000,0.0000,0
2019-06-07,17400.0000,17800.0000,17400.0000,17750.0000,2334910
2019-06-06,17400.0000,17550.0000,17150.0000,17300.0000,1902790
2019-06-05,17500.0000,17650.0000,17400.0000,17400.0000,1966090
2019-06-04,17400.0000,17550.0000,17250.0000,17350.0000,2333680
2019-06-03,17450.0000,17650.0000,17300.0000,17300.0000,4038550
2019-05-31,18150.0000,18300.0000,17750.0000,17750.0000,3317310
2019-05-30,18300.0000,18500.0000,18150.0000,18150.0000,2860330
2019-05-29,17750.0000,18350.0000,17700.0000,18350.0000,6736000
2019-05-28,17700.0000,17850.0000,17550.0000,17700.0000,2511500
2019-05-24,17650.0000,17800.0000,17400.0000,17400.0000,2473570
2019-05-23,17250.0000,17700.0000,17150.0000,17700.0000,3880450
2019-05-22,0.3500,0.3500,0.3500,0.3500,0
2019-05-21,17750.0000,17950.0000,17550.0000,17550.0000,2810270
2019-05-20,0.3500,0.3500,0.3500,0.3500,0
2019-05-17,17450.0000,17800.0000,17400.0000,17550.0000,2347190
2019-05-16,17650.0000,17850.0000,17450.0000,17450.0000,2034530
2019-05-15,17550.0000,17850.0000,17500.0000,17600.0000,5734900
2019-05-14,17050.0000,17500.0000,16900.0000,17450.0000,2978870
2019-05-13,17200.0000,17350.0000,17100.0000,17200.0000,2114660
2019-05-10,17100.0000,17250.0000,16750.0000,17200.0000,4238150
2019-05-09,17300.0000,17400.0000,16800.0000,16900.0000,2423550
2019-05-08,17100.0000,17350.0000,17000.0000,17300.0000,1970250
2019-05-07,17300.0000,17600.0000,17300.0000,17450.0000,2935640
2019-05-06,17400.0000,17400.0000,17050.0000,17100.0000,4016920
2019-05-03,18150.0000,18200.0000,17600.0000,17750.0000,5667210
2019-05-02,18500.0000,18700.0000,18100.0000,18200.0000,3227120
2019-05-01,18500.0000,18500.0000,18500.0000,18500.0000,0
2019-04-30,18500.0000,18500.0000,18500.0000,18500.0000,0
2019-04-29,18500.0000,18500.0000,18500.0000,18500.0000,0
2019-04-26,17900.0000,18500.0000,17850.0000,18500.0000,4644190
2019-04-25,18050.0000,18150.0000,17850.0000,17900.0000,2117760
2019-04-24,17600.0000,18150.0000,17550.0000,18100.0000,4053550
2019-04-23,17450.0000,17750.0000,17400.0000,17600.0000,2883520
2019-04-22,18050.0000,18050.0000,17400.0000,17400.0000,3626050
2019-04-18,18000.0000,18200.0000,17300.0000,17800.0000,6839220
2019-04-17,19400.0000,19400.0000,18000.0000,18000.0000,9149210
2019-04-16,19250.0000,19500.0000,18850.0000,19350.0000,5388330
2019-04-15,19350.0000,19350.0000,19350.0000,19350.0000,0
2019-04-12,18950.0000,19400.0000,18800.0000,19350.0000,6102460
2019-04-11,18450.0000,18900.0000,18300.0000,18900.0000,7987060
2019-04-10,18300.0000,19000.0000,18250.0000,18500.0000,7739930
2019-04-09,19200.0000,19350.0000,18400.0000,18500.0000,7952870
2019-04-08,17750.0000,18900.0000,17550.0000,18900.0000,9597180
2019-04-05,17350.0000,17800.0000,17350.0000,17700.0000,4406330
2019-04-04,17400.0000,17600.0000,17250.0000,17350.0000,3135240
2019-04-03,17150.0000,17400.0000,17000.0000,17400.0000,2860090
2019-04-02,17300.0000,17450.0000,17100.0000,17200.0000,3680500
2019-04-01,17000.0000,17450.0000,17000.0000,17300.0000,5152510
2019-03-29,17000.0000,17150.0000,16750.0000,16850.0000,2694880
2019-03-28,16300.0000,16950.0000,16250.0000,16800.0000,4547020
2019-03-27,16250.0000,16450.0000,16250.0000,16300.0000,2738410
2019-03-26,16150.0000,16250.0000,16000.0000,16150.0000,1411420
2019-03-25,16100.0000,16150.0000,15950.0000,16050.0000,1592100
2019-03-22,16200.0000,16400.0000,16000.0000,16300.0000,2737410
2019-03-21,16100.0000,16500.0000,16000.0000,16100.0000,3928460
2019-03-20,16000.0000,16050.0000,15850.0000,15950.0000,1902110
2019-03-19,16400.0000,16450.0000,15950.0000,16000.0000,2655140
2019-03-18,16300.0000,16550.0000,16300.0000,16400.0000,1925760
2019-03-15,16500.0000,16500.0000,16150.0000,16300.0000,1791840
2019-03-14,16200.0000,16600.0000,16100.0000,16450.0000,3342120
2019-03-13,16500.0000,16550.0000,16200.0000,16200.0000,2461470
2019-03-12,16600.0000,16700.0000,16350.0000,16450.0000,2630940
2019-03-11,15900.0000,16350.0000,15750.0000,16350.0000,2809120
2019-03-08,16450.0000,16450.0000,16450.0000,16450.0000,0
2019-03-07,16950.0000,17050.0000,16450.0000,16450.0000,3522170
2019-03-06,16400.0000,16700.0000,16300.0000,16650.0000,2435820
2019-03-05,16600.0000,17450.0000,16500.0000,16600.0000,4707470
2019-03-04,15500.0000,16450.0000,15500.0000,16450.0000,3629840
2019-03-01,15100.0000,15400.0000,15100.0000,15400.0000,1471780
2019-02-28,15450.0000,15500.0000,15050.0000,15050.0000,1354780
2019-02-27,15100.0000,15500.0000,15100.0000,15300.0000,2125780
2019-02-26,15200.0000,15250.0000,15000.0000,15050.0000,1235380
2019-02-25,15250.0000,15400.0000,15150.0000,15200.0000,1309380
2019-02-22,15050.0000,15400.0000,14950.0000,15250.0000,1639440
2019-02-21,15000.0000,15250.0000,14950.0000,15050.0000,1219140
2019-02-20,15050.0000,15250.0000,14950.0000,15000.0000,1638010
2019-02-19,15450.0000,15500.0000,15000.0000,15000.0000,2009210
2019-02-15,15400.0000,15550.0000,15350.0000,15450.0000,1474250
2019-02-14,15600.0000,15700.0000,15450.0000,15500.0000,1405670
2019-02-13,15500.0000,15650.0000,15300.0000,15550.0000,1992650
2019-02-12,14900.0000,15550.0000,14900.0000,15400.0000,2431140
2019-02-11,14850.0000,14950.0000,14750.0000,14850.0000,1365220
2019-02-08,14700.0000,14700.0000,14700.0000,14700.0000,0
2019-02-07,14700.0000,14700.0000,14700.0000,14700.0000,0
2019-02-06,14700.0000,14700.0000,14700.0000,14700.0000,0
2019-02-05,14700.0000,14700.0000,14700.0000,14700.0000,0
2019-02-04,14700.0000,14700.0000,14700.0000,14700.0000,0
2019-02-01,14550.0000,14700.0000,14400.0000,14700.0000,1387250
2019-01-31,14350.0000,14650.0000,14300.0000,14500.0000,1758720
2019-01-30,14350.0000,14400.0000,14250.0000,14300.0000,1279890
2019-01-29,14300.0000,14450.0000,14150.0000,14250.0000,1504260
2019-01-28,14500.0000,14500.0000,14250.0000,14250.0000,1341660
2019-01-25,14550.0000,14550.0000,14300.0000,14350.0000,1288980
2019-01-24,14450.0000,14600.0000,14350.0000,14450.0000,1392450
2019-01-23,14550.0000,14550.0000,14350.0000,14400.0000,1232340
2019-01-22,14600.0000,14750.0000,14400.0000,14500.0000,1346540
